Id,preco
258,2865469.193506403
259,1000740.0148608705
260,655713.4397088528
261,667535.3309953787
262,315332.5529950117
263,920960.9156665027
264,321812.0802409696
265,391156.89396441076
266,384473.25615620473
267,764546.1815182947
268,402196.5110986416
269,1300447.0274726523
270,378493.3771479556
271,723108.4674018839
272,671348.9252776199
273,483244.43660221115
274,498660.69516440254
275,371723.7454957721
276,321146.35608068644
277,1446187.0546851202
278,316342.7713325474
279,916542.7799953932
280,257570.40485524546
281,940556.7684616119
282,363465.02625866164
283,378734.0496653494
284,1240602.672969286
285,2341205.328477169
286,334783.74399394804
287,884204.9460006747
288,598888.0492749208
289,936674.5812507661
290,894980.8125421496
291,632035.5476146745
292,882330.3427475872
293,619253.996433394
294,2201316.464677865
295,426943.27480862517
296,596196.0707662462
297,950816.0674865455
298,431776.8321341475
299,607981.8658711663
300,1108983.5718569537
301,790934.2267576853
302,377474.41257854487
303,582876.9643703258
304,357744.67464244965
305,353206.7343068047
306,291208.7616111973
307,495168.7198068695
308,486889.1496979813
309,595876.212932507
310,214763.3637891203
311,1812109.132462719
312,1350180.5906209447
313,512541.8829499655
314,292320.2614416765
315,1256113.45396824
316,1428085.967139373
317,1270138.2358061506
318,401728.9457137075
319,397830.69010367
320,320304.7148388813
321,1744567.1306249457
322,1038186.8364054556
323,424294.26482234226
324,328441.98818127654
325,603303.2107340777
326,426867.6507474394
327,1630979.295056577
328,1008791.2055031003
329,426585.15431375115
330,790181.5112077335
331,415494.6224487118
332,641371.8743300025
333,993275.0332971888
334,1578067.0272667424
335,483183.1378732315
336,266999.2945791715
337,507154.40361862263
338,1073130.3721522172
339,402971.08700206765
340,442085.6105246061
341,888378.7804853597
342,986404.3398378775
343,1243195.7236472524
344,984516.5448847284
345,558773.2355762866
346,482830.9120204396
347,684519.7774060979
348,612295.4081895258
349,1183113.3117165735
350,383669.0925069904
351,1273067.5339902649
352,562333.5831591926
353,1259376.1991729531
354,385083.17043987365
355,656422.0681882132
356,497507.95518340863
357,1249872.5869009276
358,367631.00730290613
359,791974.5616523763
360,370324.5506923213
361,966587.184119059
362,279087.29865984287
363,349325.8271408695
364,521240.26257481927
365,899616.7855800609
366,1098740.612395693
367,257570.40485524546
368,1613481.7575729059
369,1714038.3103589907
370,335701.9225447104
371,396574.634574099
372,718897.6805387244
373,1256359.6057021848
374,811736.4020640515
375,2752719.5294346344
376,367658.55399919633
377,590186.6116453118
378,1307371.3381305244
379,682168.9897490076
380,528619.5858348042
381,337848.17294978315
382,524047.3994399097
383,743030.8444355822
384,431755.8466840924
385,490114.0739193667
386,1211613.3785248967
387,1272039.0681019616
388,344322.6571210116
389,853661.7780932712
390,482526.61501872435
391,428229.40433583636
392,1006732.6089802543
393,566245.065724229
394,292320.2614416765
395,355102.40956961364
396,431810.00146433763
397,485496.6200101963
398,588216.8446375895
399,694112.133092188
400,616482.4066162505
401,399151.6864227226
402,538718.7791678382
403,401364.4034932705
404,772903.8763731985
405,1586673.8681334727
406,331470.03434981866
407,594663.084705519
408,974287.8441455886
409,549658.8662758358
410,501723.71881245985
411,317400.0718430132
412,230918.41335024952
413,434682.35468209407
414,563425.7984487046
415,712669.9390604184
416,676287.9581228583
417,524600.69319159
418,359429.12298220175
419,285399.10697124753
420,452555.3389985425
421,393922.09346253023
422,270772.27817700634
423,264963.13713671366
424,250372.06370704577
425,669201.8747914202
426,929243.3716135328
427,1012464.7127887453
428,2875496.7191534922
429,366848.56463706726
430,314599.2516569352
431,322210.2923001229
432,987252.4464184358
433,227711.86546467914
434,1330440.2286393603
435,597458.0146326555
436,2213400.869107343
437,1721876.399988978
438,395578.419031321
439,218700.4874044777
440,783481.8068078844
441,339228.5955552443
442,326136.28239662055
443,408289.59247147175
444,825063.3690772078
445,753060.5435379578
446,230180.43489069876
447,363300.39363400626
448,918616.753659755
449,393391.845765676
450,250369.60573817545
451,1183113.3117165735
452,942176.4932920029
453,455709.8960632547
454,360443.5450409835
455,578145.096933663
456,786174.8503785916
457,308529.1296737581
458,353834.58544591186
459,360479.7390688331
460,257570.40485524546
461,683824.7589946734
462,333227.9469649349
463,530928.3767566306
464,367230.66009122704
465,565430.8719224137
466,1011179.2861366265
467,1414481.638400798
468,1364468.2257008012
469,3424646.243491873
470,1427198.0036810844
471,531355.324892865
472,362002.0297911789
473,216564.1834734073
474,399415.46076999477
475,1269357.0230062357
476,845845.2351247761
477,431350.38165979384
478,359786.2804057261
479,790773.0838894807
480,586239.6545097812
481,1516983.5549341943
482,711609.5973659491
483,424075.7046491673
484,564899.7398717246
485,619337.0175233748
486,1285906.6009216607
487,514518.91527259606
488,961362.4886573816
489,374706.6917698393
490,785317.5667471285
491,305686.7634893924
492,322674.70684157603
493,368397.20651106176
494,533984.9542819138
495,1574446.0498658924
496,953034.7820950914
497,617789.5906445076
498,646464.7518376089
499,488522.0972505707
500,1243612.269929021
501,1755738.3132582204
502,567304.6797515381
503,305031.8273994991
504,420726.8896587038
505,1397647.8276425446
506,1333791.1103909623
507,521280.9590069407
508,274036.760892062
509,544292.6507153334
510,736228.3391182132
511,544411.7094967633
512,1965313.37521452
513,344630.7614765657
514,313473.7635887348
515,415635.7513565594
516,1332100.5063902726
517,737472.2520751093
518,672478.0777975323
519,462103.62357797014
520,1728278.2819490542
521,771808.5402036096
522,585749.1131806715
523,265834.8280815975
524,1183113.3117165735
525,1645779.705380991
526,942686.9816094409
527,1534549.0710995977
528,610543.6726890148
529,319040.32563890715
530,878228.9377334919
531,1038994.0983824458
532,576908.5852486759
533,865550.3404972773
534,353794.60819426016
535,383245.6929652373
536,438877.2074393472
537,2530196.140357175
538,1300260.3108148468
539,1272591.714893411
540,344266.6134139489
541,322307.7306026025
542,642060.6265293343
543,951460.6177716444
544,438784.86874893476
545,561796.8725066766
546,250400.18077388074
547,1038690.1873243599
548,345509.90069152025
549,342901.1968546667
550,716561.4726061472
551,463158.0587874415
552,1142651.6987353554
553,418221.55733763217
554,361084.84570555825
555,372327.9592149951
556,352585.55237014
557,433574.5542483661
558,306825.79444118304
559,1307181.7826342594
560,626683.7715911411
561,486710.0956073777
562,235458.85968844802
563,568181.1749272553
564,577760.6483260443
565,596704.3008811921
566,284562.85181716515
567,321586.9889880831
568,605428.1101222134
569,773380.1008992628
570,296772.10093545844
571,790605.9318356706
572,400970.6955418432
573,783896.7729823717
574,419809.28477066336
575,385161.74646741454
576,1854153.5195924072
577,1013215.244323639
578,262089.095124377
579,699968.0795392471
580,987977.2371368199
581,439893.2441287848
582,3792392.3130604997
583,2242503.188048247
584,380757.3457472876
585,1382571.7188499826
586,790012.6355934171
587,1300447.0274726523
588,1362726.4595280448
589,611520.1925492627
590,329354.5159724073
591,1063183.4600466609
592,338675.9410863657
593,500583.65758169536
594,358744.3375172025
595,408287.6073929453
596,474696.4648920618
597,548552.2370900773
598,698641.8509266765
599,544624.8073264647
600,612541.4311338853
601,716161.1743092539
602,889120.1508493929
603,392970.26356346166
604,497371.04007204913
605,1326281.496455281
606,218179.52857066315
607,783324.934635162
608,542811.1346909278
609,1059946.6859932097
610,400526.07029220485
611,659454.9456685616
612,579585.0752217495
613,690624.4027746817
614,544373.0959179081
615,2707739.769663046
616,316614.3569270878
617,441270.89742487716
618,293468.5667709982
619,321743.4013127397
620,432544.7592588496
621,408650.64161382255
622,3482782.7654517815
623,1584534.3653155565
624,376780.73494556634
625,590684.3399149553
626,272677.43344034976
627,2341945.382925491
628,355420.8738687793
629,1426945.314256214
630,348213.584831588
631,893950.7676919443
632,452692.0182788308
633,691321.2811971068
634,401564.5298271292
635,336575.2758749856
636,602531.3345606979
637,568446.4341872539
638,378392.5086536125
639,217901.28394218266
640,627026.5316814714
641,1029341.7521177684
642,378441.7311643689
643,593880.0692063668
644,447602.6422280015
645,566339.0785048837
646,391866.30516422546
647,341002.11361205427
648,410821.7557575647
649,380373.6401377428
650,544295.0170737167
651,880420.6996304074
652,421911.7668128405
653,593264.8457058172
654,350492.4090244299
655,1228948.591278114
656,319409.9318740662
657,267929.074277393
658,360245.756916028
659,336007.94412733073
660,560665.9291605818
661,1002862.2995054877
662,614237.1855014712
663,653260.2819067028
664,570588.3542511049
665,344270.0508066294
666,550956.331153226
667,583925.8236899729
668,784475.8853266344
669,828725.6595318611
670,1210663.2364337067
671,662574.7657237498
672,264189.5900550286
673,779095.5571738144
674,908659.25358812
675,469081.37169910816
676,416761.6729053175
677,561683.3867785878
678,319675.33689902583
679,208898.0808347382
680,593323.3426167117
681,298927.44627441233
682,389218.0749570346
683,378717.3090070017
684,458848.34320923313
685,907972.9382327131
686,2097809.4570558835
687,392792.5980872057
688,646464.7518376089
689,312238.1450564464
690,651538.7758043216
691,922973.1737214723
692,957066.5204004133
693,841027.3688426566
694,623323.321775456
695,773906.1201680033
696,543505.9706688786
697,324160.32849342295
698,766722.6021410205
699,287389.280703361
700,510576.8190081576
701,361003.1273223731
702,683075.3173271904
703,786491.5875832645
704,784717.3031912688
705,390611.49872430024
706,363297.1941036819
707,1627969.0732691074
708,228180.89159230143
709,3104248.5020528147
710,281371.75843964604
711,818218.0124308493
712,407411.79615282535
713,325147.37971748406
714,573894.5578711769
715,1122375.3244117722
716,663496.8232412083
717,997002.2507041146
718,518988.70453635865
719,218179.52857066315
720,218720.33160121363
721,385893.1022002109
722,579585.0752217495
723,202593.39405932394
724,935228.2131074884
725,389624.0588503539
726,995911.9031022468
727,493291.310741427
728,693786.1841598137
729,395915.1120805582
730,614514.635429461
731,1015614.6625916564
732,263353.62440180854
733,408066.4132844085
734,624403.1305764371
735,407367.60022344836
736,201759.297923525
737,389205.49352021236
738,1609351.7663184307
739,690201.1625623521
740,487485.07102737593
741,1623248.1021137594
742,755511.573192598
743,384871.6002114225
744,260622.6196265299
745,355102.40956961364
746,339958.59164777974
747,1090076.8071263593
748,875148.546922419
749,365610.2083349925
750,381593.1645600935
751,278249.09265436896
752,286912.3546150984
753,511195.3031470532
754,331269.18509507074
755,877239.2502984786
756,513773.1531341237
757,563495.9682947029
758,385298.84431489813
759,355178.24979187665
760,687903.2992623477
761,599400.445829495
762,553539.9838760375
763,250338.91787928293
764,998772.6882530989
765,248758.32668889375
766,855797.8693816082
767,2372504.99457021
768,585918.0782803935
769,942686.9816094409
770,408496.1845481991
771,1485884.0202268932
772,1192528.5104868857
773,820844.6908446355
774,1587605.8230512138
775,926766.264371829
776,1461019.7647301194
777,1516165.7533307234
778,229198.29910244377
779,390299.02380159113
780,348578.95638659253
781,349360.56632985064
782,407513.32337877294
783,834684.0512836089
784,332415.4030243414
785,544411.7094967633
786,242816.2200394943
787,928607.1185935389
788,309656.6536838284
789,193202.70225743507
790,399629.1749604612
791,756265.860998295
792,275382.21045617666
793,388064.4617101529
794,807792.586899501
795,574850.4615099501
796,659576.9822164683
797,316808.8135452456
798,956484.1743809122
799,454501.9108424379
800,745359.271823194
801,346899.51348532806
802,1309351.6166162
803,1570746.363783143
804,431840.48259772203
805,350702.3609625777
806,235762.07612487214
807,217568.98897797943
808,565075.9580712646
809,1357801.0362214912
810,642645.4329195854
811,630193.6449905224
812,419421.91894066473
813,284929.2297591358
814,748455.4798382723
815,935296.3557547437
816,1480774.1838320638
817,413782.967293978
818,273898.03745520045
819,1097067.0085937115
820,802405.7227373122
821,365957.3797804041
822,556502.9342108371
823,914436.0058975688
824,431224.48843879724
825,3164803.72349523
826,309775.81818565377
827,350090.81682664
828,498780.92358877446
829,285525.16418996704
830,977811.0286991871
831,549970.8176770973
832,192608.95594995678
833,710986.7453113567
834,228048.34582393002
835,948649.1023391839
836,997002.2507041146
837,498660.69516440254
838,1118166.6127354747
839,393062.4706562821
840,367735.5121659351
841,352534.0890305729
842,864952.4771143356
843,1093384.1646052732
844,777649.9845783279
845,1038829.953537598
846,358578.3365661063
847,268173.6389206832
848,362302.7655287133
849,694226.5066264154
850,666664.8945618024
851,568226.559618283
852,414429.06090140593
853,590816.3038568172
854,340999.73377472727
855,337283.8544697196
856,320826.5631489197
857,859723.1137073309
858,316100.39821479324
859,1225002.1693920372
860,278662.97816794383
861,286838.6350065188
862,579482.1289126314
863,451133.9204464972
864,392118.75256233074
865,1455154.4646768428
866,323940.65230227343
867,812831.0742001296
868,2953860.43645134
869,344391.5892387048
870,637307.2377712352
871,1618405.0002704086
872,477658.745468543
873,1427198.4975615637
874,1516416.92845578
875,229496.0906966766
876,1249582.39225662
877,473494.4615233434
878,292553.601316613
879,246426.78625397058
880,581718.7893792687
881,1183113.3117165735
882,1354388.4880155495
883,284634.9339357277
884,1521767.0345849742
885,2078495.032356804
886,679397.238600951
887,239073.57016688903
888,322751.777931506
889,611204.6160662659
890,678576.3722737525
891,903736.1536924182
892,701301.1930257668
893,234373.37670226145
894,201973.1981547879
895,1409637.409879424
896,607618.7959535626
897,234170.06603107462
898,385083.0662886308
899,625522.7149444392
900,1148724.7985242642
901,483244.43660221115
902,366561.9449970125
903,876838.5686935841
904,439210.6725312867
905,418805.66447198123
906,636827.1202441811
907,1002219.0076003761
908,976760.7894628039
909,2995866.9237981522
910,499457.909429159
911,414193.5218066297
912,266109.51324011135
913,1480063.6083313944
914,949911.8713029026
915,1085330.316253569
916,334572.61303533486
917,2352530.782456571
918,486536.9801592238
919,319530.65358853975
920,354706.2344325408
921,2008772.5409966891
922,887999.7641290897
923,211022.25215103925
924,353453.75428138394
925,422957.7510683286
926,427198.5725649408
927,630847.9454367224
928,386502.5817629973
929,1055459.2650067841
930,310293.9574872197
931,450267.91877438535
932,532421.0787279719
933,425054.16424241394
934,672768.1103033617
935,271699.35188241047
936,413710.59983429086
937,2233472.7745060334
938,327640.50949101563
939,1300447.0274726523
940,438161.9119698014
941,4001583.394573996
942,905870.7186757522
943,826472.9771306291
944,496417.0529223642
945,999127.774410889
946,319442.44992838294
947,376047.3914231803
948,612209.1222887101
949,1047011.0203590791
950,528989.8763079762
951,623732.6750122288
952,1073990.5920826306
953,1299595.3385471525
954,1975548.9305022177
955,406415.8215123451
956,1574216.3066101586
957,283623.5452133409
958,334852.74339855614
959,339007.79064948997
960,928019.4814442454
961,579017.7799780434
962,512667.01577872154
963,487099.0932860973
964,2239396.1791491816
965,499279.44511801086
966,284929.01918492635
967,842363.4510124254
968,976219.6948640586
969,550956.331153226
970,1698752.3533723762
971,381125.42949141446
972,576271.3664324384
973,240120.47779752198
974,290595.6448881711
975,211286.56579695773
976,359736.7257460744
977,543515.4518173111
978,2983511.1395747256
979,655134.357803949
980,242968.06081810998
981,503973.19488147297
982,378734.0496653494
983,316100.39821479324
984,225106.53113999896
985,844772.025440543
986,1374616.9630053309
987,1617659.7545265597
988,545802.5213655875
989,374657.6269094243
990,370825.7283790421
991,987155.8041378197
992,882586.1646675422
993,255236.2375482179
994,611189.0503093884
995,1267201.6339403023
996,684875.1993130489
997,609558.8287882002
998,623381.2399299967
999,655612.8059053578
1000,562901.8868212019
1001,3860441.218295243
1002,753223.1458008816
1003,278240.899384294
1004,1132122.267372025
1005,274724.9900438993
1006,370301.25940948876
1007,728943.9628013179
1008,904667.1820459752
1009,312912.2648870056
1010,248257.52755181355
1011,1241850.0437792363
1012,713069.8493526592
1013,499306.4488367547
1014,266761.84726006124
1015,537404.833640988
1016,532042.705665183
1017,235583.0723388348
1018,749884.2181651946
1019,290460.78175637306
1020,419127.0598268814
1021,314896.3352681247
1022,307444.0343984522
1023,313646.99192336696
1024,2665502.0063478127
1025,992523.240631612
1026,1316767.1318401191
1027,541790.3193263285
1028,1124459.1981287433
1029,1214435.7932576218
1030,558375.109965103
1031,481975.6891118536
1032,284298.1009851949
1033,1504510.232813505
1034,321990.4396056509
1035,429228.4126829688
1036,560348.751569432
1037,264251.0565073991
1038,1398464.6199956043
1039,394416.6915253529
1040,322580.5517143424
1041,351798.92427494645
1042,202899.92575346006
1043,1002377.2041495391
1044,434858.3013348348
1045,394083.69124762085
1046,576822.6933890879
1047,914436.0058975688
1048,981661.9111395061
1049,1267201.6339403023
1050,850440.9092361354
1051,420403.30663046625
1052,2608783.962860928
1053,947048.0550117005
1054,2011970.422391217
1055,385413.75719254836
1056,285972.363270523
1057,534390.4312891305
1058,999110.0828078107
1059,1552698.4400686647
1060,475175.0170009033
1061,227418.10438765644
1062,3792392.3130604997
1063,907222.8984487699
1064,486479.5056577313
1065,577223.7396007451
1066,399515.8228096277
1067,369157.6594945273
1068,683824.7589946734
1069,1294117.8261576788
1070,1257735.5478719298
1071,765645.0750337758
1072,2675366.452830717
1073,571077.9817850708
1074,375227.70682016807
1075,407450.1437718706
1076,336114.6177436891
1077,355217.1075408529
1078,183104.60221871527
1079,424075.7046491673
1080,659422.9239464765
1081,397273.55981032347
1082,804550.9715549158
1083,1450523.9763194297
1084,293476.0707720608
1085,652584.1183764976
1086,214198.163821503
1087,518187.51774598676
1088,545218.5690955454
1089,378025.2781471862
1090,394610.5807670139
1091,1401251.753635195
1092,803906.2116377742
1093,429662.06458959915
1094,761679.051565069
1095,206844.56380595584
1096,648932.6588184593
1097,891588.113349071
1098,617037.214056286
1099,511726.3043831146
1100,968040.5621553708
1101,1022755.2002279826
1102,513880.0196918607
1103,1122375.3244117722
1104,877200.6063827688
1105,536898.3430282121
1106,417425.9472187092
1107,1016840.105408103
1108,590409.0787709616
1109,284064.52301662124
1110,974287.8441455886
1111,1597063.4092699578
1112,1383041.191808912
1113,361787.2667216322
1114,336850.02583492914
1115,1247818.336164027
1116,867544.8377188684
1117,326469.364555798
1118,664853.8677722921
1119,697213.1441077993
1120,573043.4872855045
1121,1026033.4042585894
1122,347241.36157966946
1123,1778122.057583771
1124,380977.84701328876
1125,1197322.5331506722
1126,247041.46751884176
1127,1002377.2041495391
1128,308949.9930760137
1129,1030052.4344328484
1130,326142.70604638546
1131,486269.96109131514
1132,598888.0492749208
1133,483438.8069483104
1134,3496834.5863243537
1135,878731.9422293642
1136,1283503.5087578334
1137,1087698.843819005
1138,399098.04207439476
1139,689893.0414260414
1140,630071.0723504615
1141,254728.326336766
1142,479660.6514322662
1143,389460.19501450396
1144,383904.40097788675
1145,566339.0785048837
1146,360479.7390688331
1147,579585.0752217495
1148,1095245.61312281
1149,2208087.254785795
1150,508319.954167289
1151,340638.0565662638
1152,3834885.011807743
1153,935551.7250597179
1154,208137.1541261403
1155,565002.4850719473
1156,670125.2765032764
1157,363429.49338924635
1158,211002.16006883112
1159,699089.6683535681
1160,413715.8900914246
1161,585530.0692063668
1162,408974.7517932663
1163,612274.4878228194
1164,646898.9860656733
1165,1652717.464536289
1166,518748.3080247633
1167,480794.41174790333
1168,372790.2611059258
1169,946027.3358569276
1170,2525525.255536805
1171,1383038.9236175108
1172,722718.155696976
1173,851570.9570771365
1174,813637.5991112608
1175,366553.9593757265
1176,369079.1917652405
1177,718789.6262289048
1178,943879.0769868745
1179,1725263.6987521846
1180,585812.3120169828
1181,975553.5240065835
1182,250475.38144871115
1183,198960.64103098
1184,522234.7692504882
1185,413467.2340498149
1186,240561.9233150735
1187,355977.41107157763
1188,894745.8886072675
1189,298752.70627882605
1190,1354215.28151421
1191,382696.23760959523
1192,250400.18077388074
1193,1143811.7804441515
1194,561527.591466348
1195,220498.35091821282
1196,382493.404875324
1197,439893.2441287848
1198,397295.2044475668
1199,341200.85813046864
1200,430423.72010106104
1201,678888.7670601051
1202,619253.996433394
1203,242450.841482728
1204,269163.17139014025
1205,355438.96130065806
1206,359681.7372097504
1207,293630.5690775067
1208,2050650.9316168262
1209,646464.7518376089
1210,535379.2717050805
1211,1063067.8103069433
1212,362561.86748162634
1213,980035.9942301009
1214,968040.5621553708
1215,210589.72016730654
1216,430089.29182902694
1217,1353664.8639678012
1218,412602.4741820184
1219,505883.2953638866
1220,589221.3504289914
1221,409381.6154687284
1222,199701.62887202992
1223,393589.1960745639
1224,616509.7233690466
1225,531630.9430053793
1226,350945.3454903065
1227,357744.67464244965
1228,677028.1848046576
1229,784339.6839073892
1230,361003.1273223731
1231,1016058.4119899655
1232,286101.4952955629
1233,493905.4201845511
1234,581718.7893792687
1235,1324738.4211586267
1236,343538.2557848926
1237,2766601.930681096
1238,317914.056308206
1239,614944.4986495138
1240,275826.1270428285
1241,725346.7814264761
1242,289725.67005490203
1243,304123.7472266271
1244,364640.04942740075
1245,368250.0820973362
1246,1712585.4172981328
1247,1655647.5558516486
1248,228437.73456451774
1249,340363.9040547542
1250,326147.7590911615
1251,827469.9562747056
1252,1385064.383624246
1253,554918.2147757026
1254,390080.3498868293
1255,1340151.7446606325
1256,608129.6993620109
1257,432624.28339064255
1258,650493.2564515626
1259,939075.3553979173
1260,556502.9342108371
1261,373445.777021731
1262,214126.21333952105
1263,888548.8214659123
1264,365463.70281221304
1265,1144427.475368995
1266,335502.50973181176
1267,468190.6164829738
1268,409696.6373325075
1269,300667.59251804557
1270,714410.815176516
1271,1325352.2611925863
1272,553415.5635897084
1273,1099691.1046848658
1274,484389.9028232387
1275,246583.17481654327
1276,1280596.5283527866
1277,566093.4194775374
1278,882586.1646675422
1279,928741.6930000727
1280,198960.64103098
1281,383106.99994425173
1282,977830.7341782949
1283,923530.7969064788
1284,574346.1768583925
1285,862325.0729871698
1286,401433.14146335033
1287,353702.0328265525
1288,373318.1255690781
1289,329320.13512513455
1290,1398195.5536622822
1291,749590.4136423196
1292,689909.9626527075
1293,549470.3736530442
1294,2074582.4723766027
1295,424075.7046491673
1296,707811.2710532616
1297,382441.9702915891
1298,275136.929549097
1299,568446.4341872539
1300,1247865.708541664
1301,349419.05389815336
1302,771808.5402036096
1303,705366.6301752911
1304,499031.74268438
1305,743975.6590040432
1306,959284.0537787378
1307,394356.79932078125
1308,2178668.435968657
1309,746878.0366646986
1310,332236.1331970817
1311,427492.1199854663
1312,306417.25256934285
1313,834862.9619529226
1314,233277.64399732178
1315,1316595.205270164
1316,1035737.7422635528
1317,290374.33425393
1318,356600.8534439879
1319,546531.4590755297
1320,700470.9325765094
1321,952751.2601167317
1322,686601.8034582651
1323,856914.1232732018
1324,511299.12123783526
1325,454081.40908531967
1326,855748.2647494078
1327,650528.323233785
1328,240116.65618686826
1329,191326.5535694664
1330,336661.50641626224
1331,358744.3375172025
1332,1047905.1577781801
1333,574415.2629665742
1334,677397.6290673268
1335,924851.3011265057
1336,615870.4880348487
1337,431224.48843879724
1338,367314.316817275
1339,574592.6641279821
1340,320956.74524483504
1341,806534.4248855526
1342,575556.155601825
1343,1649470.0682100072
1344,1434593.441019761
1345,988654.459082618
1346,1990470.39556514
1347,712156.7490976814
1348,605892.8568382805
1349,678132.7881788439
1350,421233.9606000309
1351,426585.15431375115
1352,554267.2268803248
1353,1645779.705380991
